searchQuery,labels(json),stage
잇몸염증있을때전악임플란트치료사례?,"[{""matched_expression"": ""임플란트"", ""label"": ""진료:임플란트""}, {""matched_expression"": ""잇몸"", ""label"": ""위치:잇몸""}, {""matched_expression"": ""염증"", ""label"": ""증상:염증/고름""}, {""matched_expression"": ""치료"", ""label"": ""진료:치료""}, {""matched_expression"": ""전악"", ""label"": ""분류:전체""}, {""matched_expression"": ""사례"", ""label"": ""치료:케이스""}]",2단계:정보탐색
잇몸염증 치과,"[{""matched_expression"": ""잇몸"", ""label"": ""위치:잇몸""}, {""matched_expression"": ""치과"", ""label"": ""장소:의료기관""}, {""matched_expression"": ""염증"", ""label"": ""증상:염증/고름""}]",2단계:정보탐색
동탄임시치아 잘 만드는곳,"[{""matched_expression"": ""임시치아"", ""label"": ""진료:임시치아""}, {""matched_expression"": ""동탄"", ""label"": ""지역:동탄""}]",3단계:지역탐색
잇몸 탈락,"[{""matched_expression"": ""잇몸"", ""label"": ""위치:잇몸""}, {""matched_expression"": ""탈락"", ""label"": ""증상:탈락""}]",2단계:정보탐색
자연치 전악 브릿지,"[{""matched_expression"": ""브릿지"", ""label"": ""진료:브릿지""}, {""matched_expression"": ""자연치"", ""label"": ""치아:자연치""}, {""matched_expression"": ""전악"", ""label"": ""분류:전체""}]",2단계:정보탐색
동탄 윤민정 치과,"[{""matched_expression"": ""윤민정"", ""label"": ""병원명:윤민정원장""}, {""matched_expression"": ""치과"", ""label"": ""장소:의료기관""}, {""matched_expression"": ""동탄"", ""label"": ""지역:동탄""}]",4단계:병원인지
잇몸염증 인플란트,"[{""matched_expression"": ""인플란트"", ""label"": ""진료:임플란트""}, {""matched_expression"": ""잇몸"", ""label"": ""위치:잇몸""}, {""matched_expression"": ""염증"", ""label"": ""증상:염증/고름""}]",2단계:정보탐색
동탄2 잇몸치료,"[{""matched_expression"": ""잇몸치료"", ""label"": ""진료:잇몸치료""}, {""matched_expression"": ""동탄2"", ""label"": ""지역:동탄2""}]",3단계:지역탐색
동탄치과 인레이,"[{""matched_expression"": ""인레이"", ""label"": ""진료:인레이""}, {""matched_expression"": ""치과"", ""label"": ""장소:의료기관""}, {""matched_expression"": ""동탄"", ""label"": ""지역:동탄""}]",3단계:지역탐색
세라믹인레파절로 골드인레이,"[{""matched_expression"": ""세라믹"", ""label"": ""재료:세라믹""}, {""matched_expression"": ""인레이"", ""label"": ""진료:인레이""}, {""matched_expression"": ""골드"", ""label"": ""증상:파손/깨짐""}, {""matched_expression"": ""파절"", ""label"": ""증상:파손/깨짐""}]",2단계:정보탐색
세라믹 어금니 보철,"[{""matched_expression"": ""세라믹"", ""label"": ""재료:세라믹""}, {""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}, {""matched_expression"": ""보철"", ""label"": ""진료:보철""}]",2단계:정보탐색
골드인레이 후회,"[{""matched_expression"": ""인레이"", ""label"": ""진료:인레이""}, {""matched_expression"": ""골드"", ""label"": ""증상:파손/깨짐""}]",2단계:정보탐색
골드 세라믹 인레이,"[{""matched_expression"": ""세라믹"", ""label"": ""재료:세라믹""}, {""matched_expression"": ""인레이"", ""label"": ""진료:인레이""}, {""matched_expression"": ""골드"", ""label"": ""증상:파손/깨짐""}]",2단계:정보탐색
어금니 인레이 3면,"[{""matched_expression"": ""인레이"", ""label"": ""진료:인레이""}, {""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}]",2단계:정보탐색
쎄라믹파절,"[{""matched_expression"": ""쎄라믹"", ""label"": ""재료:세라믹""}, {""matched_expression"": ""파절"", ""label"": ""증상:파손/깨짐""}]",2단계:정보탐색
인레이 탈거,"[{""matched_expression"": ""인레이"", ""label"": ""진료:인레이""}, {""matched_expression"": ""탈거"", ""label"": ""진료:발치""}]",2단계:정보탐색
상악 어금니 인레이,"[{""matched_expression"": ""인레이"", ""label"": ""진료:인레이""}, {""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}, {""matched_expression"": ""상악"", ""label"": ""위치:상악""}]",2단계:정보탐색
작은어금니 인레이 혀로 만지면 꺼끌꺼끌,"[{""matched_expression"": ""꺼끌꺼끌"", ""label"": ""증상:거칠거림""}, {""matched_expression"": ""인레이"", ""label"": ""진료:인레이""}, {""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}, {""matched_expression"": ""혀로"", ""label"": ""구강:혀""}, {""matched_expression"": ""작은"", ""label"": ""형태:작은""}]",2단계:정보탐색
인접면 골드인레이,"[{""matched_expression"": ""인접면"", ""label"": ""위치:인접면""}, {""matched_expression"": ""인레이"", ""label"": ""진료:인레이""}, {""matched_expression"": ""골드"", ""label"": ""증상:파손/깨짐""}]",2단계:정보탐색
기존 인레이 탈거,"[{""matched_expression"": ""인레이"", ""label"": ""진료:인레이""}, {""matched_expression"": ""기존"", ""label"": ""상태:기존""}, {""matched_expression"": ""탈거"", ""label"": ""진료:발치""}]",2단계:정보탐색
어금니 세라믹,"[{""matched_expression"": ""세라믹"", ""label"": ""재료:세라믹""}, {""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}]",2단계:정보탐색
어금니파절 보철,"[{""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}, {""matched_expression"": ""파절"", ""label"": ""증상:파손/깨짐""}, {""matched_expression"": ""보철"", ""label"": ""진료:보철""}]",2단계:정보탐색
세라믹인레이파절,"[{""matched_expression"": ""세라믹"", ""label"": ""재료:세라믹""}, {""matched_expression"": ""인레이"", ""label"": ""진료:인레이""}, {""matched_expression"": ""파절"", ""label"": ""증상:파손/깨짐""}]",2단계:정보탐색
동탄역 치과인레이 잘하는곳,"[{""matched_expression"": ""잘하는곳"", ""label"": ""의도:추천요청""}, {""matched_expression"": ""동탄역"", ""label"": ""지역:동탄역""}, {""matched_expression"": ""인레이"", ""label"": ""진료:인레이""}, {""matched_expression"": ""치과"", ""label"": ""장소:의료기관""}]",3단계:지역탐색
세라믹 보철 파절,"[{""matched_expression"": ""세라믹"", ""label"": ""재료:세라믹""}, {""matched_expression"": ""파절"", ""label"": ""증상:파손/깨짐""}, {""matched_expression"": ""보철"", ""label"": ""진료:보철""}]",2단계:정보탐색
세라믹 인레이 관리,"[{""matched_expression"": ""세라믹"", ""label"": ""재료:세라믹""}, {""matched_expression"": ""인레이"", ""label"": ""진료:인레이""}, {""matched_expression"": ""관리"", ""label"": ""진료목표:관리""}]",2단계:정보탐색
골드인레이 수명,"[{""matched_expression"": ""인레이"", ""label"": ""진료:인레이""}, {""matched_expression"": ""수명"", ""label"": ""상태:수명""}, {""matched_expression"": ""골드"", ""label"": ""증상:파손/깨짐""}]",2단계:정보탐색
골드 인레이,"[{""matched_expression"": ""인레이"", ""label"": ""진료:인레이""}, {""matched_expression"": ""골드"", ""label"": ""증상:파손/깨짐""}]",2단계:정보탐색
어금니 인레이 세라믹 골드 비용,"[{""matched_expression"": ""세라믹"", ""label"": ""재료:세라믹""}, {""matched_expression"": ""인레이"", ""label"": ""진료:인레이""}, {""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}, {""matched_expression"": ""비용"", ""label"": ""의도:비용문의""}, {""matched_expression"": ""골드"", ""label"": ""증상:파손/깨짐""}]",2단계:정보탐색
세라믹 인레이 깨져,"[{""matched_expression"": ""세라믹"", ""label"": ""재료:세라믹""}, {""matched_expression"": ""인레이"", ""label"": ""진료:인레이""}]",2단계:정보탐색
인레인탈거,"[{""matched_expression"": ""인레인"", ""label"": ""진료:인레이""}, {""matched_expression"": ""탈거"", ""label"": ""진료:발치""}]",2단계:정보탐색
동탄어금니깨짐,"[{""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}, {""matched_expression"": ""깨짐"", ""label"": ""증상:파손/깨짐""}, {""matched_expression"": ""동탄"", ""label"": ""지역:동탄""}]",3단계:지역탐색
동탄역 치과 보철,"[{""matched_expression"": ""동탄역"", ""label"": ""지역:동탄역""}, {""matched_expression"": ""치과"", ""label"": ""장소:의료기관""}, {""matched_expression"": ""보철"", ""label"": ""진료:보철""}]",3단계:지역탐색
튼튼한보철,"[{""matched_expression"": ""보철"", ""label"": ""진료:보철""}]",2단계:정보탐색
세라믹 골드인레이,"[{""matched_expression"": ""세라믹"", ""label"": ""재료:세라믹""}, {""matched_expression"": ""인레이"", ""label"": ""진료:인레이""}, {""matched_expression"": ""골드"", ""label"": ""증상:파손/깨짐""}]",2단계:정보탐색
상악 어금니 인레이 파절,"[{""matched_expression"": ""인레이"", ""label"": ""진료:인레이""}, {""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}, {""matched_expression"": ""상악"", ""label"": ""위치:상악""}, {""matched_expression"": ""파절"", ""label"": ""증상:파손/깨짐""}]",2단계:정보탐색
세라믹 인레이에 어금니 파절,"[{""matched_expression"": ""세라믹"", ""label"": ""재료:세라믹""}, {""matched_expression"": ""인레이"", ""label"": ""진료:인레이""}, {""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}, {""matched_expression"": ""파절"", ""label"": ""증상:파손/깨짐""}]",2단계:정보탐색
어금니 세라믹치료후 파절,"[{""matched_expression"": ""세라믹"", ""label"": ""재료:세라믹""}, {""matched_expression"": ""치료후"", ""label"": ""치료시기:치료후""}, {""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}, {""matched_expression"": ""파절"", ""label"": ""증상:파손/깨짐""}]",2단계:정보탐색
인레이파절,"[{""matched_expression"": ""인레이"", ""label"": ""진료:인레이""}, {""matched_expression"": ""파절"", ""label"": ""증상:파손/깨짐""}]",2단계:정보탐색
어금니 세라믹 파절,"[{""matched_expression"": ""세라믹"", ""label"": ""재료:세라믹""}, {""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}, {""matched_expression"": ""파절"", ""label"": ""증상:파손/깨짐""}]",2단계:정보탐색
세라믹보철어금니,"[{""matched_expression"": ""세라믹"", ""label"": ""재료:세라믹""}, {""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}, {""matched_expression"": ""보철"", ""label"": ""진료:보철""}]",2단계:정보탐색
쎄라믹 인레이 파절,"[{""matched_expression"": ""쎄라믹"", ""label"": ""재료:세라믹""}, {""matched_expression"": ""인레이"", ""label"": ""진료:인레이""}, {""matched_expression"": ""파절"", ""label"": ""증상:파손/깨짐""}]",2단계:정보탐색
골드관련 보철,"[{""matched_expression"": ""골드"", ""label"": ""증상:파손/깨짐""}, {""matched_expression"": ""보철"", ""label"": ""진료:보철""}]",2단계:정보탐색
어금니 금갔을때 자연치아 살리기,"[{""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}, {""matched_expression"": ""살리기"", ""label"": ""진료목표:보존""}, {""matched_expression"": ""자연치"", ""label"": ""치아:자연치""}, {""matched_expression"": ""금"", ""label"": ""증상:파손/깨짐""}]",2단계:정보탐색
어금니 금간것 충전재로 채움,"[{""matched_expression"": ""충전재"", ""label"": ""재료:충전재""}, {""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}, {""matched_expression"": ""채움"", ""label"": ""진료:충전""}, {""matched_expression"": ""금"", ""label"": ""증상:파손/깨짐""}]",2단계:정보탐색
금간어금니 살릴수있는지,"[{""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}, {""matched_expression"": ""금"", ""label"": ""증상:파손/깨짐""}]",2단계:정보탐색
화성치과 큐레이,"[{""matched_expression"": ""큐레이"", ""label"": ""진료:큐레이션""}, {""matched_expression"": ""치과"", ""label"": ""장소:의료기관""}, {""matched_expression"": ""화성"", ""label"": ""지역:화성""}]",3단계:지역탐색
금간이 치료,"[{""matched_expression"": ""간이"", ""label"": ""상태:간이""}, {""matched_expression"": ""치료"", ""label"": ""진료:치료""}, {""matched_expression"": ""금"", ""label"": ""증상:파손/깨짐""}]",2단계:정보탐색
금간 어금니 치료 가능,"[{""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}, {""matched_expression"": ""가능"", ""label"": ""상태:가능""}, {""matched_expression"": ""치료"", ""label"": ""진료:치료""}, {""matched_expression"": ""금"", ""label"": ""증상:파손/깨짐""}]",2단계:정보탐색
어금니금간치아치료,"[{""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}, {""matched_expression"": ""치아"", ""label"": ""치아:치아""}, {""matched_expression"": ""치료"", ""label"": ""진료:치료""}, {""matched_expression"": ""금"", ""label"": ""증상:파손/깨짐""}]",2단계:정보탐색
금이 간 치아 endo or tomy,"[{""matched_expression"": ""금이 간"", ""label"": ""증상:파손/깨짐""}, {""matched_expression"": ""endo"", ""label"": ""진료:신경치료""}, {""matched_expression"": ""치아"", ""label"": ""치아:치아""}]",2단계:정보탐색
금간 어금니 확인,"[{""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}, {""matched_expression"": ""확인"", ""label"": ""진료목표:진단""}, {""matched_expression"": ""금"", ""label"": ""증상:파손/깨짐""}]",2단계:정보탐색
큐레이 미세현미경 보존과,"[{""matched_expression"": ""미세현미경"", ""label"": ""진단장비:미세현미경""}, {""matched_expression"": ""큐레이"", ""label"": ""진료:큐레이션""}, {""matched_expression"": ""보존과"", ""label"": ""진료과:보존과""}]",2단계:정보탐색
어금니 금간것처럼 줄이있어요,"[{""matched_expression"": ""어금니"", ""label"": ""치아부위:어금니""}, {""matched_expression"": ""금"", ""label"": ""증상:파손/깨짐""}]",2단계:정보탐색
금간이 신경치료,"[{""matched_expression"": ""신경치료"", ""label"": ""진료:신경치료""}, {""matched_expression"": ""간이"", ""label"": ""상태:간이""}, {""matched_expression"": ""금"", ""label"": ""증상:파손/깨짐""}]",2단계:정보탐색
